"X","subbasin_no","Y","Y_cell","X_cell","GR_new","river"
3015,4,2025,23,34,2,NA
3015,4,1935,22,34,2,NA
3015,4,1845,21,34,2,1
3015,4,1755,20,34,2,NA
3015,4,1665,19,34,2,1
3015,4,1575,18,34,2,NA
3015,4,1485,17,34,2,NA
3015,4,1395,16,34,2,NA
3015,4,1305,15,34,2,NA
3015,4,1215,14,34,2,NA
3015,4,1125,13,34,2,NA
3015,2,1035,12,34,7,NA
3015,2,945,11,34,7,NA
3015,2,855,10,34,7,NA
3015,2,765,9,34,7,NA
3015,2,675,8,34,7,NA
3015,2,585,7,34,7,NA
3015,1,495,6,34,7,NA
3015,1,405,5,34,7,NA
3015,1,315,4,34,7,NA
3015,1,225,3,34,7,NA
3015,1,135,2,34,7,NA
3015,0,45,1,34,7,NA
3105,0,6255,70,35,7,NA
3105,0,6165,69,35,7,NA
3105,0,6075,68,35,7,NA
3105,0,5985,67,35,7,NA
3105,0,5895,66,35,7,NA
3105,0,5805,65,35,7,NA
3105,0,5715,64,35,7,NA
3105,22,5625,63,35,5,NA
3105,22,5535,62,35,5,NA
3105,22,5445,61,35,5,NA
3105,22,5355,60,35,5,NA
3105,22,5265,59,35,5,NA
3105,22,5175,58,35,5,NA
3105,22,5085,57,35,5,NA
3105,22,4995,56,35,5,NA
3105,22,4905,55,35,5,NA
3105,22,4815,54,35,5,NA
3105,22,4725,53,35,5,NA
3105,22,4635,52,35,5,NA
3105,22,4545,51,35,5,NA
3105,20,4455,50,35,5,NA
3105,20,4365,49,35,5,NA
3105,20,4275,48,35,5,1
3105,12,4185,47,35,5,NA
3105,12,4095,46,35,5,NA
3105,12,4005,45,35,5,NA
3105,12,3915,44,35,5,1
3105,12,3825,43,35,5,NA
3105,12,3735,42,35,5,NA
3105,12,3645,41,35,5,NA
3105,12,3555,40,35,5,NA
3105,8,3465,39,35,3,NA
3105,8,3375,38,35,3,NA
3105,8,3285,37,35,3,NA
3105,8,3195,36,35,3,NA
3105,8,3105,35,35,3,NA
3105,8,3015,34,35,3,NA
3105,8,2925,33,35,3,1
3105,8,2835,32,35,3,1
3105,8,2745,31,35,3,NA
3105,8,2655,30,35,3,NA
3105,4,2565,29,35,2,NA
3105,4,2475,28,35,2,NA
3105,4,2385,27,35,2,NA
3105,4,2295,26,35,2,NA
3105,4,2205,25,35,2,NA
3105,4,2115,24,35,2,NA
3105,4,2025,23,35,2,NA
3105,4,1935,22,35,2,NA
3105,4,1845,21,35,2,NA
3105,4,1755,20,35,2,NA
3105,4,1665,19,35,2,1
3105,4,1575,18,35,2,1
3105,4,1485,17,35,2,NA
3105,4,1395,16,35,2,NA
3105,4,1305,15,35,2,NA
3105,4,1215,14,35,2,NA
3105,4,1125,13,35,2,NA
3105,4,1035,12,35,2,NA
3105,2,945,11,35,7,NA
3105,2,855,10,35,7,NA
3105,2,765,9,35,7,NA
3105,2,675,8,35,7,NA
3105,2,585,7,35,7,NA
3105,1,495,6,35,7,NA
3105,1,405,5,35,7,NA
3105,1,315,4,35,7,NA
3105,1,225,3,35,7,NA
3105,1,135,2,35,7,NA
3105,0,45,1,35,7,NA
3195,0,6255,70,36,7,NA
3195,0,6165,69,36,7,NA
3195,0,6075,68,36,7,NA
3195,0,5985,67,36,7,NA
3195,0,5895,66,36,7,NA
3195,0,5805,65,36,7,NA
3195,0,5715,64,36,7,NA
3195,22,5625,63,36,5,NA
3195,22,5535,62,36,5,NA
3195,22,5445,61,36,5,NA
3195,22,5355,60,36,5,NA
3195,22,5265,59,36,5,NA
3195,22,5175,58,36,5,NA
3195,22,5085,57,36,5,NA
3195,22,4995,56,36,5,NA
3195,22,4905,55,36,5,NA
3195,22,4815,54,36,5,NA
3195,22,4725,53,36,5,NA
3195,22,4635,52,36,5,NA
3195,22,4545,51,36,5,NA
3195,20,4455,50,36,5,NA
3195,20,4365,49,36,5,NA
3195,20,4275,48,36,5,1
3195,12,4185,47,36,5,NA
3195,12,4095,46,36,5,1
3195,12,4005,45,36,5,1
3195,12,3915,44,36,5,1
3195,12,3825,43,36,5,NA
3195,12,3735,42,36,5,NA
3195,8,3645,41,36,3,NA
3195,8,3555,40,36,3,NA
3195,8,3465,39,36,3,NA
3195,8,3375,38,36,3,NA
3195,8,3285,37,36,3,NA
3195,8,3195,36,36,3,NA
3195,8,3105,35,36,3,NA
3195,8,3015,34,36,3,NA
3195,8,2925,33,36,3,1
3195,8,2835,32,36,3,NA
3195,8,2745,31,36,3,NA
3195,8,2655,30,36,3,NA
3195,4,2565,29,36,2,NA
3195,4,2475,28,36,2,NA
3195,4,2385,27,36,2,NA
3195,4,2295,26,36,2,NA
3195,4,2205,25,36,2,NA
3195,4,2115,24,36,2,NA
3195,4,2025,23,36,2,NA
3195,4,1935,22,36,2,NA
3195,4,1845,21,36,2,NA
3195,4,1755,20,36,2,NA
3195,4,1665,19,36,2,NA
3195,4,1575,18,36,2,1
3195,4,1485,17,36,2,NA
3195,4,1395,16,36,2,NA
3195,4,1305,15,36,2,NA
3195,4,1215,14,36,2,NA
3195,4,1125,13,36,2,NA
3195,4,1035,12,36,2,NA
3195,2,945,11,36,7,NA
3195,2,855,10,36,7,NA
3195,2,765,9,36,7,NA
3195,2,675,8,36,7,NA
3195,2,585,7,36,7,NA
3195,1,495,6,36,7,NA
3195,1,405,5,36,7,NA
3195,1,315,4,36,7,NA
3195,1,225,3,36,7,NA
3195,1,135,2,36,7,NA
3195,0,45,1,36,7,NA
3285,0,6255,70,37,7,NA
3285,0,6165,69,37,7,NA
3285,0,6075,68,37,7,NA
3285,0,5985,67,37,7,NA
3285,0,5895,66,37,7,NA
3285,0,5805,65,37,7,NA
3285,22,5715,64,37,5,NA
3285,22,5625,63,37,5,NA
3285,22,5535,62,37,5,NA
3285,22,5445,61,37,5,NA
3285,22,5355,60,37,5,NA
3285,22,5265,59,37,5,NA
3285,22,5175,58,37,5,NA
3285,22,5085,57,37,5,NA
3285,22,4995,56,37,5,NA
3285,22,4905,55,37,5,NA
3285,22,4815,54,37,5,NA
3285,22,4725,53,37,5,NA
3285,22,4635,52,37,5,NA
3285,22,4545,51,37,5,NA
3285,20,4455,50,37,5,NA
3285,20,4365,49,37,5,1
3285,20,4275,48,37,5,1
3285,12,4185,47,37,5,NA
3285,12,4095,46,37,5,NA
3285,12,4005,45,37,5,NA
3285,12,3915,44,37,5,NA
3285,12,3825,43,37,5,NA
3285,8,3735,42,37,3,NA
3285,8,3645,41,37,3,NA
3285,8,3555,40,37,3,NA
3285,8,3465,39,37,3,NA
3285,17,3375,38,37,3,NA
3285,17,3285,37,37,3,NA
3285,17,3195,36,37,3,1
3285,17,3105,35,37,3,1
3285,8,3015,34,37,3,1
3285,8,2925,33,37,3,1
3285,8,2835,32,37,3,NA
3285,8,2745,31,37,3,NA
3285,8,2655,30,37,3,NA
3285,4,2565,29,37,2,NA
3285,4,2475,28,37,2,NA
3285,4,2385,27,37,2,NA
3285,4,2295,26,37,2,NA
3285,4,2205,25,37,2,NA
3285,4,2115,24,37,2,NA
3285,4,2025,23,37,2,NA
3285,4,1935,22,37,2,NA
3285,4,1845,21,37,2,NA
3285,4,1755,20,37,2,NA
3285,4,1665,19,37,2,NA
3285,4,1575,18,37,2,1
3285,4,1485,17,37,2,1
3285,4,1395,16,37,2,NA
3285,4,1305,15,37,2,NA
3285,4,1215,14,37,2,NA
3285,4,1125,13,37,2,NA
3285,4,1035,12,37,2,NA
3285,4,945,11,37,2,NA
3285,2,855,10,37,7,NA
3285,2,765,9,37,7,NA
3285,2,675,8,37,7,NA
3285,2,585,7,37,7,NA
3285,1,495,6,37,7,NA
3285,1,405,5,37,7,NA
3285,1,315,4,37,7,NA
3285,1,225,3,37,7,NA
3285,1,135,2,37,7,NA
3285,0,45,1,37,7,NA
3375,0,6255,70,38,7,NA
3375,0,6165,69,38,7,NA
3375,0,6075,68,38,7,NA
3375,0,5985,67,38,7,NA
3375,0,5895,66,38,7,NA
3375,22,5805,65,38,5,NA
3375,22,5715,64,38,5,NA
3375,22,5625,63,38,5,NA
3375,22,5535,62,38,5,NA
3375,22,5445,61,38,5,NA
3375,22,5355,60,38,5,NA
3375,22,5265,59,38,5,NA
3375,22,5175,58,38,5,NA
3375,22,5085,57,38,5,NA
3375,22,4995,56,38,5,NA
3375,22,4905,55,38,5,NA
3375,22,4815,54,38,5,NA
3375,22,4725,53,38,5,NA
3375,22,4635,52,38,5,NA
3375,20,4545,51,38,5,1
3375,20,4455,50,38,5,1
3375,20,4365,49,38,5,1
3375,12,4275,48,38,5,NA
3375,12,4185,47,38,5,NA
3375,12,4095,46,38,5,NA
3375,12,4005,45,38,5,NA
3375,12,3915,44,38,5,NA
3375,12,3825,43,38,5,NA
3375,17,3735,42,38,3,NA
3375,17,3645,41,38,3,NA
3375,17,3555,40,38,3,NA
3375,17,3465,39,38,3,NA
3375,17,3375,38,38,3,1
3375,17,3285,37,38,3,1
3375,17,3195,36,38,3,1
3375,17,3105,35,38,3,NA
3375,7,3015,34,38,3,1
3375,8,2925,33,38,3,NA
3375,8,2835,32,38,3,NA
3375,8,2745,31,38,3,NA
3375,8,2655,30,38,3,NA
3375,4,2565,29,38,2,NA
3375,4,2475,28,38,2,NA
3375,4,2385,27,38,2,NA
3375,4,2295,26,38,2,NA
3375,4,2205,25,38,2,NA
3375,4,2115,24,38,2,NA
3375,4,2025,23,38,2,NA
3375,4,1935,22,38,2,NA
3375,4,1845,21,38,2,NA
3375,4,1755,20,38,2,NA
3375,4,1665,19,38,2,NA
3375,4,1575,18,38,2,NA
3375,4,1485,17,38,2,1
3375,4,1395,16,38,2,NA
3375,4,1305,15,38,2,NA
3375,4,1215,14,38,2,NA
3375,4,1125,13,38,2,NA
3375,4,1035,12,38,2,NA
3375,4,945,11,38,2,NA
3375,2,855,10,38,7,NA
3375,2,765,9,38,7,NA
3375,2,675,8,38,7,NA
3375,2,585,7,38,7,NA
3375,1,495,6,38,7,NA
3375,1,405,5,38,7,NA
3375,1,315,4,38,7,NA
3375,1,225,3,38,7,NA
3375,1,135,2,38,7,NA
3375,0,45,1,38,7,NA
3465,0,6255,70,39,7,NA
3465,0,6165,69,39,7,NA
3465,0,6075,68,39,7,NA
3465,0,5985,67,39,7,NA
3465,0,5895,66,39,7,NA
3465,0,5805,65,39,7,NA
3465,22,5715,64,39,5,NA
3465,22,5625,63,39,5,NA
3465,22,5535,62,39,5,NA
3465,22,5445,61,39,5,NA
3465,22,5355,60,39,5,NA
3465,20,5265,59,39,5,NA
3465,20,5175,58,39,5,NA
3465,20,5085,57,39,5,NA
3465,20,4995,56,39,5,NA
3465,20,4905,55,39,5,NA
3465,20,4815,54,39,5,NA
3465,20,4725,53,39,5,1
3465,20,4635,52,39,5,1
3465,20,4545,51,39,5,1
3465,20,4455,50,39,5,NA
3465,20,4365,49,39,5,NA
3465,12,4275,48,39,5,NA
3465,12,4185,47,39,5,NA
3465,12,4095,46,39,5,NA
3465,12,4005,45,39,5,NA
3465,12,3915,44,39,5,NA
3465,12,3825,43,39,5,NA
3465,17,3735,42,39,3,NA
3465,17,3645,41,39,3,NA
3465,17,3555,40,39,3,1
3465,17,3465,39,39,3,1
3465,17,3375,38,39,3,1
3465,17,3285,37,39,3,NA
3465,17,3195,36,39,3,NA
3465,17,3105,35,39,3,NA
3465,7,3015,34,39,3,1
3465,8,2925,33,39,3,NA
3465,8,2835,32,39,3,NA
3465,8,2745,31,39,3,NA
3465,8,2655,30,39,3,NA
3465,4,2565,29,39,2,NA
3465,4,2475,28,39,2,NA
3465,4,2385,27,39,2,NA
3465,4,2295,26,39,2,NA
3465,4,2205,25,39,2,NA
3465,4,2115,24,39,2,NA
3465,4,2025,23,39,2,NA
3465,4,1935,22,39,2,NA
3465,4,1845,21,39,2,NA
3465,4,1755,20,39,2,NA
3465,4,1665,19,39,2,NA
3465,4,1575,18,39,2,1
3465,4,1485,17,39,2,1
3465,4,1395,16,39,2,1
3465,4,1305,15,39,2,NA
3465,4,1215,14,39,2,NA
3465,4,1125,13,39,2,NA
3465,4,1035,12,39,2,NA
3465,4,945,11,39,2,NA
3465,4,855,10,39,2,NA
3465,2,765,9,39,7,NA
3465,2,675,8,39,7,NA
3465,2,585,7,39,7,NA
3465,1,495,6,39,7,NA
3465,1,405,5,39,7,NA
3465,1,315,4,39,7,NA
3465,1,225,3,39,7,NA
3465,1,135,2,39,7,NA
3465,0,45,1,39,7,NA
3555,0,6255,70,40,7,NA
3555,0,6165,69,40,7,NA
3555,0,6075,68,40,7,NA
3555,0,5985,67,40,7,NA
3555,0,5895,66,40,7,NA
3555,0,5805,65,40,7,NA
3555,22,5715,64,40,5,NA
3555,22,5625,63,40,5,NA
3555,22,5535,62,40,5,NA
3555,20,5445,61,40,5,NA
3555,20,5355,60,40,5,NA
3555,20,5265,59,40,5,NA
3555,20,5175,58,40,5,NA
3555,20,5085,57,40,5,NA
3555,20,4995,56,40,5,NA
3555,20,4905,55,40,5,NA
3555,20,4815,54,40,5,NA
3555,20,4725,53,40,5,NA
3555,20,4635,52,40,5,NA
3555,20,4545,51,40,5,NA
3555,20,4455,50,40,5,NA
3555,20,4365,49,40,5,NA
3555,12,4275,48,40,5,NA
3555,12,4185,47,40,5,NA
3555,12,4095,46,40,5,NA
3555,17,4005,45,40,3,NA
3555,17,3915,44,40,3,NA
3555,17,3825,43,40,3,NA
3555,17,3735,42,40,3,NA
3555,17,3645,41,40,3,NA
3555,17,3555,40,40,3,1
3555,17,3465,39,40,3,NA
3555,17,3375,38,40,3,1
3555,17,3285,37,40,3,NA
3555,17,3195,36,40,3,NA
3555,17,3105,35,40,3,NA
3555,7,3015,34,40,3,1
3555,7,2925,33,40,3,1
3555,8,2835,32,40,3,NA
3555,8,2745,31,40,3,NA
3555,8,2655,30,40,3,NA
3555,4,2565,29,40,2,NA
3555,4,2475,28,40,2,NA
3555,4,2385,27,40,2,NA
3555,4,2295,26,40,2,NA
3555,4,2205,25,40,2,NA
3555,4,2115,24,40,2,NA
3555,4,2025,23,40,2,NA
3555,4,1935,22,40,2,NA
3555,4,1845,21,40,2,NA
3555,4,1755,20,40,2,NA
3555,4,1665,19,40,2,NA
3555,4,1575,18,40,2,1
3555,4,1485,17,40,2,NA
3555,4,1395,16,40,2,1
3555,4,1305,15,40,2,1
3555,4,1215,14,40,2,NA
3555,4,1125,13,40,2,NA
3555,4,1035,12,40,2,NA
3555,4,945,11,40,2,NA
3555,4,855,10,40,2,NA
3555,2,765,9,40,7,NA
3555,2,675,8,40,7,NA
3555,2,585,7,40,7,NA
3555,1,495,6,40,7,NA
3555,1,405,5,40,7,NA
3555,1,315,4,40,7,NA
3555,1,225,3,40,7,NA
3555,1,135,2,40,7,NA
3555,0,45,1,40,7,NA
3645,0,6255,70,41,7,NA
3645,0,6165,69,41,7,NA
3645,0,6075,68,41,7,NA
3645,0,5985,67,41,7,NA
3645,0,5895,66,41,7,NA
3645,0,5805,65,41,7,NA
3645,22,5715,64,41,5,NA
3645,22,5625,63,41,5,NA
3645,20,5535,62,41,5,NA
3645,20,5445,61,41,5,NA
3645,20,5355,60,41,5,NA
3645,20,5265,59,41,5,NA
3645,20,5175,58,41,5,NA
3645,20,5085,57,41,5,NA
3645,20,4995,56,41,5,NA
3645,20,4905,55,41,5,NA
3645,20,4815,54,41,5,NA
3645,20,4725,53,41,5,NA
3645,20,4635,52,41,5,NA
3645,20,4545,51,41,5,NA
3645,12,4455,50,41,5,NA
3645,12,4365,49,41,5,NA
3645,12,4275,48,41,5,NA
3645,12,4185,47,41,5,NA
3645,12,4095,46,41,5,NA
3645,17,4005,45,41,3,NA
3645,17,3915,44,41,3,NA
3645,17,3825,43,41,3,NA
3645,17,3735,42,41,3,1
3645,17,3645,41,41,3,1
3645,17,3555,40,41,3,1
3645,17,3465,39,41,3,NA
3645,17,3375,38,41,3,1
3645,17,3285,37,41,3,NA
3645,17,3195,36,41,3,NA
3645,7,3105,35,41,3,NA
3645,7,3015,34,41,3,NA
3645,7,2925,33,41,3,1
3645,7,2835,32,41,3,1
3645,7,2745,31,41,3,NA
3645,8,2655,30,41,3,NA
3645,4,2565,29,41,2,NA
3645,4,2475,28,41,2,NA
3645,4,2385,27,41,2,NA
3645,4,2295,26,41,2,NA
3645,4,2205,25,41,2,NA
3645,4,2115,24,41,2,NA
3645,4,2025,23,41,2,NA
3645,4,1935,22,41,2,NA
3645,4,1845,21,41,2,NA
3645,4,1755,20,41,2,NA
3645,4,1665,19,41,2,NA
3645,4,1575,18,41,2,NA
3645,4,1485,17,41,2,NA
3645,4,1395,16,41,2,NA
3645,4,1305,15,41,2,1
3645,4,1215,14,41,2,1
3645,4,1125,13,41,2,NA
3645,4,1035,12,41,2,NA
3645,4,945,11,41,2,NA
3645,4,855,10,41,2,NA
3645,4,765,9,41,2,NA
3645,4,675,8,41,2,NA
3645,1,585,7,41,7,NA
3645,1,495,6,41,7,NA
3645,1,405,5,41,7,NA
3645,1,315,4,41,7,NA
3645,1,225,3,41,7,NA
3645,1,135,2,41,7,NA
3645,0,45,1,41,7,NA
3735,0,6255,70,42,7,NA
3735,0,6165,69,42,7,NA
3735,0,6075,68,42,7,NA
3735,0,5985,67,42,7,NA
3735,0,5895,66,42,7,NA
3735,0,5805,65,42,7,NA
3735,22,5715,64,42,5,NA
3735,22,5625,63,42,5,NA
3735,20,5535,62,42,5,NA
3735,20,5445,61,42,5,NA
3735,20,5355,60,42,5,NA
3735,20,5265,59,42,5,NA
3735,20,5175,58,42,5,NA
3735,20,5085,57,42,5,NA
3735,20,4995,56,42,5,NA
3735,20,4905,55,42,5,NA
3735,20,4815,54,42,5,NA
3735,20,4725,53,42,5,NA
3735,20,4635,52,42,5,NA
3735,12,4545,51,42,5,NA
3735,12,4455,50,42,5,NA
3735,12,4365,49,42,5,NA
3735,12,4275,48,42,5,NA
3735,17,4185,47,42,3,NA
3735,17,4095,46,42,3,1
3735,17,4005,45,42,3,1
3735,17,3915,44,42,3,1
3735,17,3825,43,42,3,1
3735,17,3735,42,42,3,1
3735,17,3645,41,42,3,NA
3735,17,3555,40,42,3,NA
3735,17,3465,39,42,3,NA
3735,17,3375,38,42,3,NA
3735,17,3285,37,42,3,NA
3735,17,3195,36,42,3,NA
3735,7,3105,35,42,3,NA
3735,7,3015,34,42,3,NA
3735,7,2925,33,42,3,NA
3735,7,2835,32,42,3,1
3735,7,2745,31,42,3,NA
3735,8,2655,30,42,3,NA
3735,4,2565,29,42,2,NA
3735,4,2475,28,42,2,NA
3735,4,2385,27,42,2,NA
3735,4,2295,26,42,2,NA
3735,4,2205,25,42,2,NA
3735,4,2115,24,42,2,NA
3735,4,2025,23,42,2,NA
3735,4,1935,22,42,2,NA
3735,4,1845,21,42,2,NA
3735,4,1755,20,42,2,NA
3735,4,1665,19,42,2,NA
3735,4,1575,18,42,2,NA
3735,4,1485,17,42,2,NA
3735,4,1395,16,42,2,NA
3735,4,1305,15,42,2,NA
3735,4,1215,14,42,2,1
3735,4,1125,13,42,2,NA
3735,4,1035,12,42,2,NA
3735,4,945,11,42,2,NA
3735,4,855,10,42,2,NA
3735,4,765,9,42,2,NA
3735,4,675,8,42,2,NA
3735,1,585,7,42,7,NA
3735,1,495,6,42,7,NA
3735,1,405,5,42,7,NA
3735,1,315,4,42,7,NA
3735,1,225,3,42,7,NA
3735,1,135,2,42,7,NA
3735,0,45,1,42,7,NA
3825,0,6255,70,43,7,NA
3825,0,6165,69,43,7,NA
3825,0,6075,68,43,7,NA
3825,0,5985,67,43,7,NA
3825,0,5895,66,43,7,NA
3825,0,5805,65,43,7,NA
3825,0,5715,64,43,7,NA
3825,22,5625,63,43,5,NA
3825,20,5535,62,43,5,NA
3825,20,5445,61,43,5,NA
3825,20,5355,60,43,5,NA
3825,20,5265,59,43,5,NA
3825,20,5175,58,43,5,NA
3825,20,5085,57,43,5,NA
3825,20,4995,56,43,5,NA
3825,20,4905,55,43,5,NA
3825,20,4815,54,43,5,NA
3825,20,4725,53,43,5,NA
3825,12,4635,52,43,5,NA
3825,12,4545,51,43,5,NA
3825,12,4455,50,43,5,NA
3825,12,4365,49,43,5,NA
3825,17,4275,48,43,3,NA
3825,17,4185,47,43,3,NA
3825,17,4095,46,43,3,1
3825,17,4005,45,43,3,NA
3825,17,3915,44,43,3,NA
3825,17,3825,43,43,3,NA
3825,17,3735,42,43,3,NA
3825,17,3645,41,43,3,NA
3825,17,3555,40,43,3,NA
3825,17,3465,39,43,3,NA
3825,17,3375,38,43,3,NA
3825,17,3285,37,43,3,NA
3825,7,3195,36,43,3,NA
3825,7,3105,35,43,3,NA
3825,7,3015,34,43,3,NA
3825,7,2925,33,43,3,NA
3825,7,2835,32,43,3,1
3825,7,2745,31,43,3,NA
3825,7,2655,30,43,3,NA
3825,4,2565,29,43,2,NA
3825,4,2475,28,43,2,NA
3825,4,2385,27,43,2,NA
3825,4,2295,26,43,2,NA
3825,4,2205,25,43,2,NA
3825,4,2115,24,43,2,NA
3825,4,2025,23,43,2,NA
3825,4,1935,22,43,2,NA
3825,4,1845,21,43,2,NA
3825,4,1755,20,43,2,NA
3825,4,1665,19,43,2,NA
3825,4,1575,18,43,2,NA
3825,4,1485,17,43,2,NA
3825,4,1395,16,43,2,1
3825,4,1305,15,43,2,1
3825,4,1215,14,43,2,1
3825,4,1125,13,43,2,NA
3825,4,1035,12,43,2,NA
3825,4,945,11,43,2,NA
3825,4,855,10,43,2,NA
3825,4,765,9,43,2,NA
3825,4,675,8,43,2,NA
3825,1,585,7,43,7,NA
3825,1,495,6,43,7,NA
3825,1,405,5,43,7,NA
3825,1,315,4,43,7,NA
3825,1,225,3,43,7,NA
3825,1,135,2,43,7,NA
3825,0,45,1,43,7,NA
3915,0,6255,70,44,7,NA
3915,0,6165,69,44,7,NA
3915,0,6075,68,44,7,NA
3915,0,5985,67,44,7,NA
3915,0,5895,66,44,7,NA
3915,0,5805,65,44,7,NA
3915,0,5715,64,44,7,NA
3915,20,5625,63,44,5,NA
3915,20,5535,62,44,5,NA
3915,20,5445,61,44,5,NA
3915,20,5355,60,44,5,NA
3915,20,5265,59,44,5,NA
3915,20,5175,58,44,5,NA
3915,20,5085,57,44,5,NA
3915,20,4995,56,44,5,NA
3915,20,4905,55,44,5,NA
3915,20,4815,54,44,5,NA
3915,12,4725,53,44,5,NA
3915,12,4635,52,44,5,NA
3915,12,4545,51,44,5,NA
3915,12,4455,50,44,5,NA
3915,12,4365,49,44,5,NA
3915,17,4275,48,44,3,NA
3915,17,4185,47,44,3,NA
3915,17,4095,46,44,3,1
3915,17,4005,45,44,3,NA
3915,17,3915,44,44,3,NA
3915,17,3825,43,44,3,NA
3915,17,3735,42,44,3,NA
3915,17,3645,41,44,3,NA
3915,17,3555,40,44,3,NA
3915,17,3465,39,44,3,NA
3915,17,3375,38,44,3,NA
3915,17,3285,37,44,3,NA
3915,7,3195,36,44,3,NA
3915,7,3105,35,44,3,NA
3915,7,3015,34,44,3,NA
3915,7,2925,33,44,3,NA
3915,7,2835,32,44,3,1
3915,7,2745,31,44,3,NA
3915,7,2655,30,44,3,NA
3915,4,2565,29,44,2,NA
3915,4,2475,28,44,2,NA
3915,4,2385,27,44,2,NA
3915,4,2295,26,44,2,NA
3915,4,2205,25,44,2,NA
3915,4,2115,24,44,2,NA
3915,4,2025,23,44,2,NA
3915,4,1935,22,44,2,NA
3915,4,1845,21,44,2,NA
3915,4,1755,20,44,2,NA
3915,4,1665,19,44,2,NA
3915,4,1575,18,44,2,NA
3915,4,1485,17,44,2,NA
3915,4,1395,16,44,2,1
3915,4,1305,15,44,2,NA
3915,4,1215,14,44,2,1
3915,4,1125,13,44,2,1
3915,4,1035,12,44,2,NA
3915,4,945,11,44,2,NA
3915,4,855,10,44,2,NA
3915,4,765,9,44,2,NA
3915,4,675,8,44,2,NA
3915,4,585,7,44,2,NA
3915,1,495,6,44,7,NA
3915,1,405,5,44,7,NA
3915,1,315,4,44,7,NA
3915,1,225,3,44,7,NA
3915,0,135,2,44,7,NA
3915,0,45,1,44,7,NA
4005,0,6255,70,45,7,NA
4005,0,6165,69,45,7,NA
4005,0,6075,68,45,7,NA
4005,0,5985,67,45,7,NA
4005,0,5895,66,45,7,NA
4005,0,5805,65,45,7,NA
4005,0,5715,64,45,7,NA
4005,20,5625,63,45,5,NA
4005,20,5535,62,45,5,NA
4005,20,5445,61,45,5,NA
4005,20,5355,60,45,5,NA
4005,20,5265,59,45,5,NA
4005,20,5175,58,45,5,NA
4005,20,5085,57,45,5,NA
4005,20,4995,56,45,5,NA
4005,20,4905,55,45,5,NA
4005,20,4815,54,45,5,NA
4005,12,4725,53,45,5,NA
4005,12,4635,52,45,5,NA
4005,12,4545,51,45,5,NA
4005,23,4455,50,45,3,NA
4005,23,4365,49,45,3,NA
4005,23,4275,48,45,3,NA
4005,23,4185,47,45,3,1
4005,17,4095,46,45,3,1
4005,16,4005,45,45,3,1
4005,16,3915,44,45,3,NA
4005,16,3825,43,45,3,NA
4005,17,3735,42,45,3,NA
4005,17,3645,41,45,3,NA
4005,17,3555,40,45,3,NA
4005,17,3465,39,45,3,NA
4005,17,3375,38,45,3,NA
4005,17,3285,37,45,3,NA
4005,7,3195,36,45,3,NA
4005,7,3105,35,45,3,NA
4005,7,3015,34,45,3,NA
4005,7,2925,33,45,3,NA
4005,7,2835,32,45,3,1
4005,7,2745,31,45,3,1
4005,7,2655,30,45,3,NA
4005,7,2565,29,45,3,NA
4005,7,2475,28,45,3,NA
4005,4,2385,27,45,2,NA
4005,4,2295,26,45,2,NA
4005,4,2205,25,45,2,NA
4005,4,2115,24,45,2,NA
4005,4,2025,23,45,2,NA
4005,4,1935,22,45,2,NA
4005,4,1845,21,45,2,NA
4005,4,1755,20,45,2,NA
4005,4,1665,19,45,2,NA
4005,4,1575,18,45,2,NA
4005,4,1485,17,45,2,NA
4005,4,1395,16,45,2,1
4005,4,1305,15,45,2,NA
4005,4,1215,14,45,2,NA
4005,4,1125,13,45,2,1
4005,4,1035,12,45,2,NA
4005,4,945,11,45,2,NA
4005,4,855,10,45,2,NA
4005,4,765,9,45,2,NA
4005,4,675,8,45,2,NA
4005,4,585,7,45,2,NA
4005,4,495,6,45,2,NA
4005,1,405,5,45,7,NA
4005,1,315,4,45,7,NA
4005,1,225,3,45,7,NA
4005,0,135,2,45,7,NA
4005,0,45,1,45,7,NA
4095,0,6255,70,46,7,NA
4095,0,6165,69,46,7,NA
4095,0,6075,68,46,7,NA
4095,0,5985,67,46,7,NA
4095,0,5895,66,46,7,NA
4095,0,5805,65,46,7,NA
4095,0,5715,64,46,7,NA
4095,20,5625,63,46,5,NA
4095,20,5535,62,46,5,NA
4095,20,5445,61,46,5,NA
4095,20,5355,60,46,5,NA
4095,12,5265,59,46,5,NA
4095,12,5175,58,46,5,NA
4095,12,5085,57,46,5,NA
4095,12,4995,56,46,5,NA
4095,12,4905,55,46,5,NA
4095,12,4815,54,46,5,NA
4095,12,4725,53,46,5,NA
4095,12,4635,52,46,5,NA
4095,12,4545,51,46,5,NA
4095,23,4455,50,46,3,NA
4095,23,4365,49,46,3,NA
4095,23,4275,48,46,3,NA
4095,23,4185,47,46,3,1
4095,17,4095,46,46,3,NA
4095,16,4005,45,46,3,1
4095,16,3915,44,46,3,1
4095,16,3825,43,46,3,NA
4095,16,3735,42,46,3,NA
4095,17,3645,41,46,3,NA
4095,17,3555,40,46,3,NA
4095,17,3465,39,46,3,NA
4095,17,3375,38,46,3,NA
4095,17,3285,37,46,3,NA
4095,7,3195,36,46,3,NA
4095,7,3105,35,46,3,NA
4095,7,3015,34,46,3,NA
4095,7,2925,33,46,3,NA
4095,7,2835,32,46,3,NA
4095,7,2745,31,46,3,1
4095,7,2655,30,46,3,NA
